============================ ★ 2分屏 → 3分屏 全过程 [18:29:07.500 ~ 18:29:11.200]
18:29:08.298  hyper_launcher_app                         | : <app-frb-pool-app_launcher::recents::systemui_shared::transition::window_transion_manager:2380>: set_split_dock_animating: true
18:29:09.601  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:09.601  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:09.601  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:09.601  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:09.605  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.605  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.605  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.605  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.605  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.605  Cal:D:MonthView                            | trace bug onMeasure height=922,density =2.55625
18:29:09.605  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.605  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.605  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.605  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.605  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.605  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.605  Cal:D:MonthView                            | trace bug onMeasure height=922,density =2.55625
18:29:09.605  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.605  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.605  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.605  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.605  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.609  Cal:D:MonthView                            | trace bug onMeasure height=922,density =2.55625
18:29:09.609  VRI[AllInOneActivity]                      | WindowInsets changed: 1031x2243 statusBars:null navigationBars:null mandatorySystemGestures:null 
18:29:09.610  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.610  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.611  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.612  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.612  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.612  Cal:D:MonthView                            | trace bug onMeasure height=922,density =2.55625
18:29:09.612  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.612  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.612  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.612  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.612  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.612  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.612  Cal:D:MonthView                            | trace bug onMeasure height=922,density =2.55625
18:29:09.612  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.612  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.612  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.612  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.612  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.612  Cal:D:MonthView                            | trace bug onMeasure height=922,density =2.55625
18:29:09.614  ATMSImpl                                   | getOrientation: SoScRoot + multipleSplit active → SENSOR_LANDSCAPE, task=Task{b6bfe70 #7691 type=undefined}
18:29:09.614  MiuiSplitInputMethodImpl                   | getDeclaredMethod:java.lang.NoSuchMethodException: com.android.server.inputmethod.InputMethodManagerService.getSelectedMethodIdLocked []
18:29:09.617  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.617  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.617  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.617  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.617  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.617  Cal:D:MonthView                            | trace bug onMeasure height=922,density =2.55625
18:29:09.617  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.617  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.617  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.617  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.617  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.617  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.617  Cal:D:MonthView                            | trace bug onMeasure height=922,density =2.55625
18:29:09.617  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.617  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.617  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.617  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.617  Cal:D:BaseWeekView                         | trace bug onMeasure mHeight=132density=2.55625
18:29:09.617  Cal:D:MonthView                            | trace bug onMeasure height=922,density =2.55625
18:29:09.623  ResourcesStubImpl                          | **** Updating SystemUI config of android.content.res.ResourcesStubImpl@dfe7e5b: send final config is {1.0 460mcc11mnc [zh_CN] ldltr sw257dp w257dp h560dp 440dpi nrml
18:29:09.623  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:09.623  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:09.623  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:09.623  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:09.623  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:09.623  ATMSImpl                                   | getOrientation: SoScRoot + multipleSplit active → SENSOR_LANDSCAPE, task=Task{b6bfe70 #7691 type=undefined}
18:29:09.624  VRI[Miui Bottom Caption of Task=7705]      | updateConfiguration: {1.0 460mcc11mnc [zh_CN] ldltr sw608dp w860dp h608dp 440dpi lrg compactNeeded hdr widecg land finger -keyb/v/h -nav/h winConfig={ mBounds=Rect(0
18:29:09.624  TaskOrganizerController                    |  onTaskAppeared  taskInfo.mStatusBarParent = null task.mNavBarParent = null
18:29:09.624  MultipleSplitStageTaskListener             | onTaskAppeared id:7706 isVisible:false isFocused:false taskParent:7694 rootTask:7694 taskActivity:ComponentInfo{com.xingin.xhs/com.xingin.xhs.index.v2.IndexActivityV
18:29:09.624  ATMSImpl                                   | getOrientation: SoScRoot + multipleSplit active → SENSOR_LANDSCAPE, task=Task{b6bfe70 #7691 type=undefined}
18:29:09.624  MultipleSplitRootTaskOrganizer             | updateRecentTasks splitTasks: [7705, 7703, 7706]com.android.wm.shell.multiplesplit.MultipleSplitRootTaskOrganizer.updateRecentTasks:115 com.android.wm.shell.multiple
18:29:09.624  MultipleSplitRootTaskOrganizer             | addRecentTasks splitBounds=mIsMultipleSplit: true mIsInQuickViewMode: false mMultipleSplitBounds: [Rect(94, 66 - 802, 1606), Rect(826, 66 - 1534, 1606), Rect(1558, 6
18:29:09.624  MultipleSplitUtils                         | addMultipleSplitPair splitBounds: mIsMultipleSplit: true mIsInQuickViewMode: false mMultipleSplitBounds: [Rect(94, 66 - 802, 1606), Rect(826, 66 - 1534, 1606), Rect(
18:29:09.624  MultipleSplitUtils                         | removeMultipleSplitPair tasks:[7705, 7703, 7706]
18:29:09.624  MultipleSplitUtils                         | addMultipleSplitPair updatedSplitBounds: {}
18:29:09.624  MiuiSplitInputMethodImpl                   | getDeclaredMethod:java.lang.NoSuchMethodException: com.android.server.inputmethod.InputMethodManagerService.getSelectedMethodIdLocked []
18:29:09.624  MultipleSplitStageTaskListener             | updateRealFakeStageInfo root = STAGE_C mTopTaskInfo = TaskInfo{userId=0 taskId=7706 effectiveUid=10298 displayId=0 isRunning=true baseIntent=Intent { act=android.int
18:29:09.624  MultiTaskingTaskRepository                 | onTaskAppeared::taskId = 7706 mTasks: 7705, 7704, 7703, 7701, 7700, 7699, 7698, 7697, 7696, 7695, 7694, 7693, 7692, 7691, 7690, 7689, 7688, 7687, 1, 0, 
18:29:09.624  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7694)
18:29:09.624  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7694)
18:29:09.624  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7706)
18:29:09.624  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7706)
18:29:09.624  MultiTaskingTaskRepository                 | addMultiWindowTaskToTop taskId=7706
18:29:09.624  MultiTaskingTaskRepository                 | putOrUpdateTaskInfo::taskInfo.taskId = 7706 current mMultiTaskingTaskInfoList:  ,7705 ,7704 ,7703 ,7701 ,7697 ,7696 ,7695 ,7694 ,7693 ,7692 ,7690 ,7689
18:29:09.624  MultiTaskingTaskInfo                       | MultiTaskingBaseTaskInfo::MultiTaskingBaseTaskInfo::mTaskBounds = Rect(1558, 66 - 2266, 1606), mTaskId = 7706
18:29:09.624  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7706)
18:29:09.624  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7706)
18:29:09.624  MultiTaskingAnimTarget                     | setAnimParam bounds: Rect(1558, 66 - 2266, 1606) scaleX: 1.0 scaleY: 1.0
18:29:09.625  MultiTaskingFolmeControl                   | updateBaseAnimParam taskId = 7706 taskBounds : Rect(1558, 66 - 2266, 1606)
18:29:09.625  MultiTaskingCoverLayerController           | create cover layer controller, tag = 7706
18:29:09.627  xring_gralloc                              | req_witdh=2243, req_height=1031, req_format=0x1, usage=0xb00, alloc_format=RGBA_8888 + AFBC + SPLIT + YUV TRANSFORM + SPARSE + Datatype: UNORM
18:29:09.628  MultipleSplitUtils                         | extractAndAddMultipleSplitGroupedTask taskId: 7706, pairedTaskIds: [7705, 7703, 7706], splitBounds: mIsMultipleSplit: true mIsInQuickViewMode: false mMultipleSplitBo
18:29:09.629  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:09.629  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::grouped_recent_task_info:32>: multipleSplit task_info1 = 7705, task_Info2 = "7703", multiple_split_task_ids = Ok(S
18:29:09.629  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::grouped_recent_task_info:43>: init MultipleSplit TaskInfo
18:29:09.629  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:09.629  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:09.629  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:09.629  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::grouped_recent_task_info:53>: multiple split tasks_ids: [7705, 7703, 7706]
18:29:09.629  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:09.629  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:09.630  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::grouped_task_info:16>: created MultipleSplitTask
18:29:09.632  xring_gralloc                              | req_witdh=13, req_height=227, req_format=0x1, usage=0xb00, alloc_format=RGBA_8888 + AFBC + SPLIT + YUV TRANSFORM + SPARSE + Datatype: UNORM
18:29:09.633  xring_gralloc                              | req_witdh=2243, req_height=1031, req_format=0x1, usage=0xb00, alloc_format=RGBA_8888 + AFBC + SPLIT + YUV TRANSFORM + SPARSE + Datatype: UNORM
18:29:09.635  DynamicIslandWindowViewController          | handleDynamicIsland: p1: com.miui.home, p2: , isSplit: false
18:29:09.635  DynamicIslandController                    | onIslandViewChanged: action_has_freeform
18:29:09.636  xring_gralloc                              | req_witdh=2243, req_height=1031, req_format=0x1, usage=0xb00, alloc_format=RGBA_8888 + AFBC + SPLIT + YUV TRANSFORM + SPARSE + Datatype: UNORM
18:29:09.638  MiuiMirrorInputMethodImpl                  | InsetsControlTarget invalid!:Window{6551864 u0 com.android.contacts/com.android.contacts.activities.TwelveKeyDialer}
18:29:09.639  MultiScreenObserver                        | onTaskStackChanged, splitScreenMode: true isSmallScreen: false
18:29:09.641  SCTaskStackListener                        | onTaskStackChanged! inSplit = true
18:29:09.642  SCTaskStackListener                        | onTaskStackChanged! inSplit = true
18:29:09.644  VRI[Miui Bottom Caption of Task=7703]      | updateConfiguration: {1.0 460mcc11mnc [zh_CN] ldltr sw608dp w860dp h608dp 440dpi lrg compactNeeded hdr widecg land finger -keyb/v/h -nav/h winConfig={ mBounds=Rect(0
18:29:09.645  MultipleSplitUtils                         | extractAndAddMultipleSplitGroupedTask taskId: 7706, pairedTaskIds: [7705, 7703, 7706], splitBounds: mIsMultipleSplit: true mIsInQuickViewMode: false mMultipleSplitBo
18:29:09.645  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:09.645  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::grouped_recent_task_info:32>: multipleSplit task_info1 = 7705, task_Info2 = "7703", multiple_split_task_ids = Ok(S
18:29:09.645  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::grouped_recent_task_info:43>: init MultipleSplit TaskInfo
18:29:09.645  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:09.646  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:09.646  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:09.646  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::grouped_recent_task_info:53>: multiple split tasks_ids: [7705, 7703, 7706]
18:29:09.646  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:09.646  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::task_description:25>: [TitleTrace] TaskDescription::from_ref label=None
18:29:09.646  xring_gralloc                              | req_witdh=13, req_height=227, req_format=0x1, usage=0xb00, alloc_format=RGBA_8888 + AFBC + SPLIT + YUV TRANSFORM + SPARSE + Datatype: UNORM
18:29:09.646  hyper_launcher_app                         | : <app-frb-pool-app_launcher::api::model::recents::grouped_task_info:16>: created MultipleSplitTask
18:29:09.651  DisplayPolicyStubImpl                      | com.android.server.wm.DisplayContent$RemoteInsetsControlTarget hide ime, enable touchboost
18:29:09.654  Cal:D:AllInOne                             | TimezoneUpdate: libcore.util.ZoneInfo[mDstSavings=0,mUseDst=false,mDelegate=[id="Asia/Shanghai",mRawOffset=28800000,mEarliestRawOffset=29143000,transitions=29]] --> 
18:29:09.652  hyos_spawner                               | hyper_os_aidl::src::android::app::servertransaction::ClientTransaction: start reading Some("android.app.servertransaction.WindowStateInsetsControlChangeItem")
18:29:09.654  hyos_spawner                               | hyper_os_aidl::src::android::app::servertransaction::ClientTransaction: transaction item is ClientTransactionItemData { name: "android.app.servertransaction.WindowSt
18:29:09.654  hyos_spawner                               | 0, top: 0, right: 0, bottom: 0 }, mVisibleFrame: None, mVisible: true, mFlags: 0, mSideHint: 0, mBoundingRects: None, mInsetsBoundingRects: None, mAttachedInsets: No
18:29:09.654  MultipleSplitUtils                         | handleTaskInfoChanged task: 7706
18:29:09.654  MultipleSplitStageTaskListener             | onTaskInfoChanged id:7706 isVisible:true isVisibleRequested:true isFocused:false taskActivity:ComponentInfo{com.xingin.xhs/com.xingin.xhs.index.v2.IndexActivityV2} s
18:29:09.654  MultipleSplitStageTaskListener             | updateRealFakeStageInfo root = STAGE_C mTopTaskInfo = TaskInfo{userId=0 taskId=7706 effectiveUid=10298 displayId=0 isRunning=true baseIntent=Intent { act=android.int
18:29:09.654  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7694)
18:29:09.654  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7694)
18:29:09.654  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7706)
18:29:09.654  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7706)
18:29:09.654  MultiTaskingTaskInfo                       | MultiTaskingBaseTaskInfo::update::mTaskBounds = Rect(1558, 66 - 2266, 1606), mTaskId = 7706
18:29:09.654  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7706)
18:29:09.654  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7706)
18:29:09.654  MultiTaskingTransitionsHelper              | skip updateBaseAnimParam taskId: 7706 pending: [android.os.BinderProxy@f2eb4] readyDuringSync: [] tracks: [Track#0 Track#1 ]
18:29:09.654  MultiTaskingTaskRepository                 | onTaskInfoChanged::taskId = 7706, windowingMode = 6, mMultiWindowTaskIdsInZOrder = [7706, 7693, 7703, 7705, 7689, 7690, 7697, 7696, 7695, 7694, 7692], mFullscreenTas
18:29:09.655  MultipleSplitUtils                         | handleTaskInfoChanged task: 7694
18:29:09.655  MiuiSoScManager                            | collect sosc stage task0 : ChangeInfo{3f9f78d container=Task{ce9aeea #7690 name=side type=undefined} flags=0x800}
18:29:09.655  MiuiSoScManager                            | collect sosc stage task1 : ChangeInfo{2a6bb6 container=Task{b5476d5 #7689 name=main type=undefined} flags=0x800}
18:29:09.655  MultipleSplitStageTaskListener             | onTaskInfoChanged id:7694 isVisible:true isVisibleRequested:true isFocused:false taskActivity:ComponentInfo{com.xingin.xhs/com.xingin.xhs.index.v2.IndexActivityV2} s
18:29:09.655  MiuiSoScManager                            | commit minimized change : ChangeInfo{3f9f78d container=Task{ce9aeea #7690 name=side type=undefined} flags=0x800}, preMinimized : false, requestedMinimized : false, m
18:29:09.655  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7691)
18:29:09.655  MiuiSoScManager                            | commit minimized change : ChangeInfo{2a6bb6 container=Task{b5476d5 #7689 name=main type=undefined} flags=0x800}, preMinimized : false, requestedMinimized : false, mi
18:29:09.655  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7691)
18:29:09.655  MiuiSoScManager                            | commit minimized change : ChangeInfo{3f9f78d container=Task{ce9aeea #7690 name=side type=undefined} flags=0x800}, preMinimized : false, requestedMinimized : false, m
18:29:09.655  MiuiSoScManager                            | commit minimized change : ChangeInfo{2a6bb6 container=Task{b5476d5 #7689 name=main type=undefined} flags=0x800}, preMinimized : false, requestedMinimized : false, mi
18:29:09.655  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7694)
18:29:09.655  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7694)
18:29:09.655  Transition                                 | calculateTargets isHomeOpen = false, isHomeLaunchApp = true
18:29:09.655  MultiTaskingTaskInfo                       | MultiTaskingBaseTaskInfo::update::mTaskBounds = Rect(1558, 66 - 2266, 1606), mTaskId = 7694
18:29:09.655  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7694)
18:29:09.655  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7694)
18:29:09.655  MultiTaskingTransitionsHelper              | skip updateBaseAnimParam taskId: 7694 pending: [android.os.BinderProxy@f2eb4] readyDuringSync: [] tracks: [Track#0 Track#1 ]
18:29:09.655  MultiTaskingTaskRepository                 | onTaskInfoChanged::taskId = 7694, windowingMode = 6, mMultiWindowTaskIdsInZOrder = [7706, 7693, 7703, 7705, 7689, 7690, 7697, 7696, 7695, 7694, 7692], mFullscreenTas
18:29:09.655  MultiTaskingTaskInfo                       | getCoverLayerController:: null, com.android.wm.shell.multitasking.common.taskmanager.MultiTaskingTaskInfo.lambda$updateCoverLayerController$2:0 com.android.wm.shell.
18:29:09.655  MultiTaskingCoverLayerController           | create cover layer controller, tag = 7694
18:29:09.655  TransitionImpl                             | forceAddToTransition ActivityRecord{220933886 u0 com.miui.home/.launcher.Launcher t2}
18:29:09.655  hyos_spawner                               | hyper_os_app_public::main_thread: pre execute transaction item: android.app.servertransaction.WindowStateInsetsControlChangeItem(1789986549654231520):None
18:29:09.655  hyos_spawner                               | hyper_os_app_public::main_thread: nonlifecycle transaction item: android.app.servertransaction.WindowStateInsetsControlChangeItem(1789986549654231520):None
18:29:09.655  hyos_spawner                               | hyper_os_ui_private::window::controller::window_server_proxy: insetsControlChanged token:12970367425091574000, vis:true, array: Some(Array { mControls: None, mSeq: -
18:29:09.655  TransitionImpl                             | forceAddToTransition Task{873d0a #2 type=home I=com.miui.home/.launcher.Launcher}
18:29:09.655  TransitionImpl                             | forceAddToTransition Task{873d0a #2 type=home I=com.miui.home/.launcher.Launcher}
18:29:09.655  TransitionImpl                             | forceAddToTransition Task{991f58e #1 type=home}
18:29:09.655  MultipleSplitUtils                         | handleTaskInfoChanged task: 7691
18:29:09.655  MultipleSplitLayout                        | updateConfiguration config:{1.0 460mcc11mnc [zh_CN] ldltr sw608dp w860dp h608dp 440dpi lrg compactNeeded hdr widecg land finger -keyb/v/h -nav/h winConfig={ mBounds=
18:29:09.655  MultipleSplitLayout                        |  mRootBounds:Rect(0, 0 - 2364, 1672) mRotation:1 mOrientation:2 mDensity:440
18:29:09.655  MultipleSplitLayout                        | com.android.wm.shell.multiplesplit.MultipleSplitRootTaskOrganizer.onTaskInfoChanged:20 com.android.wm.shell.ShellTaskOrganizer.onTaskInfoChanged:122 android.window.T
18:29:09.655  MultiTaskingTaskRepository                 | needSkip::is multiple root task
18:29:09.656  MiuiSplitScreenImpl                        | notifyTaskMultiWindowModeChanged when transition ready: taskId=7706 bounds=Rect(1558, 66 - 2266, 1606) packageName=com.xingin.xhs windowMode=6 vis=true inMultiWindow
18:29:09.656  MiuiSplitScreenImpl                        | notifyTaskMultiWindowModeChanged when transition ready: taskId=7703 bounds=Rect(826, 66 - 1534, 1606) packageName=com.android.contacts windowMode=6 vis=true inMultiW
18:29:09.656  MiuiSplitScreenImpl                        | notifyTaskMultiWindowModeChanged when transition ready: taskId=7705 bounds=Rect(94, 66 - 802, 1606) packageName=com.android.calendar windowMode=6 vis=true inMultiWin
18:29:09.656  SurfaceFlinger                             | [SF-ColorSample] Transition anim start
18:29:09.657  DynamicIslandService                       | elementSurfaceTransition is null for: com.xingin.xhs
18:29:09.657  DynamicIslandService                       | elementSurfaceTransition is null for: 
18:29:09.658  DynamicIslandService                       | elementSurfaceTransition is null for: com.android.contacts
18:29:09.658  DynamicIslandService                       | elementSurfaceTransition is null for: 
18:29:09.658  DynamicIslandService                       | elementSurfaceTransition is null for: com.android.calendar
18:29:09.658  DynamicIslandService                       | elementSurfaceTransition is null for: 
18:29:09.658  DynamicIslandService                       | elementSurfaceTransition is null for: 
18:29:09.658  DynamicIslandService                       | elementSurfaceTransition is null for: 
18:29:09.658  DynamicIslandService                       | elementSurfaceTransition is null for: 
18:29:09.659  DynamicIslandService                       | elementSurfaceTransition is null for: 
18:29:09.659  TransitionImpl                             | top task Task{b6bfe70 #7691 type=undefined} is not home, so setCanAbortByRecents = false
18:29:09.660  WindowManager                              | Calling onTransitionReady info={id=181 t=OPEN f=0x0 trk=0 r=[0@Point(0, 0)] c=[{WCT{RemoteToken{32eb2b4 Task{d78287a #7706 type=standard A=10298:com.xingin.xhs}}} m=
18:29:09.662  libbinder.BpBinder                         | Large outgoing transaction of 120912 bytes, interface descriptor android.window.ITransitionPlayer, code 1 was sent
18:29:09.664  Cal:D:MonthView                            | trace bug onMeasure height=922,density =2.55625
18:29:09.664  Cal:D:MonthView                            | trace bug onMeasure height=922,density =2.55625
18:29:09.667  MultiTaskingTaskRepository                 | needSkip::is multiple root task
18:29:09.667  MultiTaskingTaskRepository                 | putOrUpdateTaskInfo skip putOrUpdate fromOpenTransitionReady=true
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7691)
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7691)
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7692)
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7692)
18:29:09.667  MultiTaskingTaskRepository                 | moveMultiWindowTaskToTop taskId=7692
18:29:09.667  MultiTaskingTaskInfo                       | MultiTaskingBaseTaskInfo::update::mTaskBounds = Rect(94, 66 - 802, 1606), mTaskId = 7692
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7692)
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7692)
18:29:09.667  MultiTaskingTransitionsHelper              | skip updateBaseAnimParam taskId: 7692 pending: [] readyDuringSync: [] tracks: [Track#0 ready=[android.os.BinderProxy@f2eb4] Track#1 ]
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7692)
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7692)
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7705)
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7705)
18:29:09.667  MultiTaskingTaskRepository                 | moveMultiWindowTaskToTop taskId=7705
18:29:09.667  MultiTaskingTaskInfo                       | MultiTaskingBaseTaskInfo::update::mTaskBounds = Rect(94, 66 - 802, 1606), mTaskId = 7705
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isMainStageRootTask(7705)
18:29:09.667  OS4FreeFromX                               | TRACE SoScCoord#isSideStageRootTask(7705)
18:29:09.667  MultiTaskingTransitionsHelper              | skip updateBaseAnimParam taskId: 7705 pending: [] readyDuringSync: [] tracks: [Track#0 ready=[android.os.BinderProxy@f2eb4] Track#1 ]
